syntax-test-p,negative-syntax-test-p,query-evaluation-test-p,type,suite,collection,name,failedp,implementedp,parsing-succeeded-p,translation-succeeded-p,initialization-succeeded-p,rule-type,different-semantics-p,running-succeeded-p,comparing-succeeded-p
True,False,True,QueryEvaluationTest,data-r2,basic,var-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,basic,var-2,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,bnode-coreference,dawg-bnode-coref-001,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,boolean-effective-value,dawg-boolean-literal,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,boolean-effective-value,dawg-bev-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,boolean-effective-value,dawg-bev-2,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,boolean-effective-value,dawg-bev-3,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,boolean-effective-value,dawg-bev-4,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,boolean-effective-value,dawg-bev-5,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,boolean-effective-value,dawg-bev-6,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,bound,dawg-bound-query-001,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,cast,cast-str,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,cast,cast-flt,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,cast,cast-dbl,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,cast,cast-dec,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,cast,cast-int,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,cast,cast-dT,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,cast,cast-bool,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,construct,construct-1,False,True,True,True,True,CONSTRUCT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,construct,construct-2,False,True,True,True,True,CONSTRUCT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,construct,construct-3,False,True,True,True,True,CONSTRUCT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,construct,construct-4,False,True,True,True,True,CONSTRUCT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,construct,construct-5,True,True,True,True,True,CONSTRUCT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-03,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-04,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-05,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-06,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-07,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-08,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-09,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-09b,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-10,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-10b,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-11,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-12,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-12b,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-star-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,no-distinct-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,no-distinct-2,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-2,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,distinct,no-distinct-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,no-distinct-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-4,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,distinct,no-distinct-9,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-9,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-isLiteral-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-str-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-str-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-str-3,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-str-4,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-isBlank-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-datatype-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-datatype-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-datatype-3,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-lang-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-lang-2,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-lang-3,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-isURI-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-isIRI-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-1,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-2,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-3,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-4,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-basic,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,lang-case-insensitive-eq,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,lang-case-insensitive-ne,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,sameTerm-simple,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,sameTerm-eq,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,sameTerm-not-eq,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-2,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-3,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-4,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-5,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-2-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-2-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-3,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-4,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-5,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-ops,unplus-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-ops,unminus-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-ops,plus-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-ops,minus-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-ops,mul-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-ops,ge-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,expr-ops,le-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-01,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-03,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-04,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-05,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-06,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-07,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-08,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-09,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-10,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-10b,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-11,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,i18n,kanji-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,i18n,kanji-2,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,i18n,normalization-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,i18n,normalization-2,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,i18n,normalization-3,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-02,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-03,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-04,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-05,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-06,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-07,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-08,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-09,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-10,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-11,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-12,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,date-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,open-world,date-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,date-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,date-4,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,open-world,open-cmp-01,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,open-world,open-cmp-02,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-001,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-002,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-003,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-004,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-005-simplified,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-005-not-simplified,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-complex-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-complex-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-complex-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-complex-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-001,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-002,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-union-001,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,reduced,reduced-1,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,reduced,reduced-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,regex,dawg-regex-001,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,regex,dawg-regex-002,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,regex,dawg-regex-003,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,regex,dawg-regex-004,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,solution-seq,limit-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,limit-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,limit-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,limit-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,offset-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,offset-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,offset-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,offset-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-5,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-5,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-6,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-7,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-8,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-9,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-10,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-numbers,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-builtin,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-function,True,True,True,True,True,SELECT,False,True,False
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-basic-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-basic-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-basic-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-basic-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-basic-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-basic-06,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-qname-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-qname-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-qname-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-qname-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-qname-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-qname-06,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-qname-07,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-qname-08,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-06,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-07,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-08,True,True,False,False,False,,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-09,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-10,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-11,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-12,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-13,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-14,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-15,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-16,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-17,False,True,True,True,True,SELECT,False,,
